frame_id,timestamp,timestamp_str,frame_path,crop_path,character,character_ko,expected_emotion,predicted_emotion,detection_score,emotion_confidence,mismatch_score,xmin,ymin,xmax,ymax,box_area,prob_happy,prob_sad,prob_angry,prob_fearful,prob_disgusted,prob_surprised,prob_neutral
20,47.0,00:47,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00020.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00020_Disgust_0.jpg,Disgust,까칠,disgusted,angry,0.16232141852378845,0.5208126306533813,0.5,510,147,1458,712,422088,0.0105476975440979,0.03926007077097893,0.5208126306533813,0.1553853303194046,0.14951075613498688,0.06592795252799988,0.058555614203214645
21,49.0,00:49,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00021.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00021_Riley_0.jpg,Riley,라일리,neutral,angry,0.10802869498729706,0.20820064842700958,0.8,262,0,1178,712,560110,0.008811714127659798,0.19364799559116364,0.20820064842700958,0.1626129448413849,0.18806885182857513,0.10145418345928192,0.1372036337852478
22,50.0,00:50,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00022.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00022_Disgust_0.jpg,Disgust,까칠,disgusted,angry,0.15875563025474548,0.6042124629020691,0.5,640,267,1274,712,223584,0.0063148383051157,0.03688441216945648,0.6042124629020691,0.05397673323750496,0.22875083982944489,0.004900649655610323,0.06496001034975052
23,52.0,00:52,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00023.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00023_Riley_0.jpg,Riley,라일리,neutral,neutral,0.1256621927022934,0.41209012269973755,0.0,523,223,1181,712,255600,0.009050446562469006,0.04768861085176468,0.17718197405338287,0.08833212405443192,0.2615619897842407,0.004094782751053572,0.41209012269973755
24,56.0,00:56,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00024.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00024_Riley_0.jpg,Riley,라일리,neutral,surprised,0.08602726459503174,0.26645296812057495,0.6,164,1,795,712,361335,0.0013200156390666962,0.23425757884979248,0.0945299044251442,0.21847620606422424,0.16230323910713196,0.26645296812057495,0.022660017013549805
25,60.0,01:00,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00025.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00025_Riley_0.jpg,Riley,라일리,neutral,neutral,0.14892765879631042,0.49471908807754517,0.0,177,251,593,698,139320,0.05714927986264229,0.05382252857089043,0.1081581860780716,0.0832650363445282,0.1916271299123764,0.011258750222623348,0.49471908807754517
26,65.0,01:05,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00026.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00026_Riley_0.jpg,Riley,라일리,neutral,fearful,0.10580354928970337,0.22736810147762299,0.7,562,72,969,577,153387,0.029888669028878212,0.17797207832336426,0.09789113700389862,0.22736810147762299,0.12240488827228546,0.14864905178546906,0.19582606852054596
27,66.0,01:06,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00027.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00027_Riley_0.jpg,Riley,라일리,neutral,sad,0.08621738106012344,0.3843345046043396,0.5,558,0,1436,712,536664,0.004456334747374058,0.3843345046043396,0.132267028093338,0.30173033475875854,0.0816628634929657,0.05460898205637932,0.04093996435403824
28,68.0,01:08,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00028.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00028_Riley_0.jpg,Riley,라일리,neutral,neutral,0.11455485224723816,0.33778175711631775,0.0,519,0,1520,712,611004,0.022129368036985397,0.07595115154981613,0.07982981950044632,0.2933115065097809,0.09350458532571793,0.0974917858839035,0.33778175711631775
30,76.0,01:16,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00030.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00030_Anger_0.jpg,Anger,버럭,angry,fearful,0.11773167550563812,0.43754738569259644,0.8,352,157,906,701,224660,0.004939235746860504,0.082174152135849,0.2736639678478241,0.43754738569259644,0.0854487344622612,0.035910528153181076,0.08031591773033142
30,76.0,01:16,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00030.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00030_Fear_1.jpg,Fear,소심,fearful,angry,0.08591662347316742,0.41208088397979736,0.9,696,297,1334,712,198550,0.01404635701328516,0.06644999235868454,0.41208088397979736,0.19790232181549072,0.15056274831295013,0.04771756753325462,0.11124014854431152
31,78.0,01:18,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00031.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00031_Riley_0.jpg,Riley,라일리,neutral,happy,0.09136515855789185,0.4718088209629059,0.5,968,72,1251,675,127645,0.4718088209629059,0.06613825261592865,0.005713979247957468,0.05182495340704918,0.048396360129117966,0.011910524219274521,0.3442070484161377
32,81.0,01:21,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00032.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00032_Riley_0.jpg,Riley,라일리,neutral,neutral,0.15247707068920135,0.3946757912635803,0.0,638,0,1537,712,547150,0.11280335485935211,0.07121587544679642,0.12668485939502716,0.1580418199300766,0.11814837902784348,0.018429961055517197,0.3946757912635803
32,81.0,01:21,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00032.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00032_Disgust_1.jpg,Disgust,까칠,disgusted,neutral,0.08089777082204819,0.36305996775627136,0.4,678,0,1535,695,475177,0.19619865715503693,0.06323673576116562,0.09292583912611008,0.186592698097229,0.07078181207180023,0.02720426581799984,0.36305996775627136
33,82.0,01:22,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00033.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00033_Riley_0.jpg,Riley,라일리,neutral,disgusted,0.10565444827079773,0.2688954472541809,0.5,654,115,859,603,74694,0.1955004781484604,0.06952114403247833,0.13125355541706085,0.12176256626844406,0.2688954472541809,0.04814441502094269,0.16492237150669098
33,82.0,01:22,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00033.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00033_Envy_1.jpg,Envy,부럽,angry,fearful,0.09063592553138733,0.32012107968330383,0.8,0,0,192,208,34354,0.019466709345579147,0.26887473464012146,0.14982210099697113,0.32012107968330383,0.08840541541576385,0.004255114588886499,0.14905481040477753
34,84.0,01:24,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00034.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00034_Anger_0.jpg,Anger,버럭,angry,happy,0.15855900943279266,0.2774338722229004,1.0,694,245,1078,668,121180,0.2774338722229004,0.03966595605015755,0.028780227527022362,0.2306513786315918,0.04917909577488899,0.19088329374790192,0.18340615928173065
37,89.0,01:29,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00037.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00037_Anger_0.jpg,Anger,버럭,angry,neutral,0.15567857027053833,0.47596684098243713,0.4,1245,301,1730,712,160058,0.04578382521867752,0.05198010802268982,0.08751026540994644,0.056172069162130356,0.2783745229244232,0.004212382715195417,0.47596684098243713
38,95.0,01:35,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00038.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00038_Anger_0.jpg,Anger,버럭,angry,disgusted,0.12007719278335571,0.3120253384113312,0.5,738,0,1344,712,369420,0.10310544818639755,0.14012005925178528,0.13595028221607208,0.14053304493427277,0.3120253384113312,0.013246596790850163,0.15501920878887177
40,98.0,01:38,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00040.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00040_Riley_0.jpg,Riley,라일리,neutral,neutral,0.13022562861442566,0.6302813291549683,0.0,1095,285,1338,619,60768,0.09039007127285004,0.028767012059688568,0.060088858008384705,0.05730602517724037,0.12497559934854507,0.00819111056625843,0.6302813291549683
40,98.0,01:38,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00040.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00040_Embarrassment_1.jpg,Embarrassment,당황,fearful,angry,0.1284894496202469,0.2883704900741577,0.9,350,391,606,602,40626,0.023661727085709572,0.10210715234279633,0.2883704900741577,0.08180725574493408,0.24297268688678741,0.0542043000459671,0.20687636733055115
43,103.0,01:43,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00043.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00043_Riley_0.jpg,Riley,라일리,neutral,neutral,0.123713418841362,0.5039527416229248,0.0,613,34,1154,712,292809,0.40440794825553894,0.03994767367839813,0.0040814257226884365,0.019843921065330505,0.020326444879174232,0.007439852692186832,0.5039527416229248
44,104.0,01:44,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00044.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00044_Riley_0.jpg,Riley,라일리,neutral,neutral,0.1248294785618782,0.5685869455337524,0.0,696,13,1258,712,313956,0.31149518489837646,0.048408254981040955,0.006084795109927654,0.03054235503077507,0.02595197595655918,0.008930491283535957,0.5685869455337524
45,106.0,01:46,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00045.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00045_Riley_0.jpg,Riley,라일리,neutral,neutral,0.15167281031608582,0.5316627025604248,0.0,693,0,1386,712,395340,0.35551053285598755,0.03531469777226448,0.0058076768182218075,0.04318849369883537,0.022616498172283173,0.005899416282773018,0.5316627025604248
46,107.0,01:47,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00046.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00046_Riley_0.jpg,Riley,라일리,neutral,neutral,0.13784554600715637,0.2773590087890625,0.0,658,102,1113,548,151698,0.005845045670866966,0.09444461762905121,0.1466776430606842,0.15628620982170105,0.2362672984600067,0.08312022686004639,0.2773590087890625
47,109.0,01:49,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00047.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00047_Riley_0.jpg,Riley,라일리,neutral,happy,0.11052118241786957,0.5751835703849792,0.5,534,0,1410,712,536004,0.5751835703849792,0.08142400532960892,0.027790497988462448,0.03160955384373665,0.02377251535654068,0.030124789103865623,0.2300950437784195
48,113.0,01:53,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00048.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00048_Riley_0.jpg,Riley,라일리,neutral,neutral,0.12758168578147888,0.7824407815933228,0.0,609,75,1170,712,270630,0.0512697659432888,0.07101774960756302,0.01857537403702736,0.027371687814593315,0.044025078415870667,0.005299548152834177,0.7824407815933228
49,116.0,01:56,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00049.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00049_Riley_0.jpg,Riley,라일리,neutral,disgusted,0.0930178314447403,0.3282949924468994,0.5,694,188,1100,712,169050,0.0027169594541192055,0.16632071137428284,0.31325170397758484,0.09778721630573273,0.3282949924468994,0.02142808958888054,0.07020039856433868
50,120.0,02:00,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00050.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00050_Riley_0.jpg,Riley,라일리,neutral,fearful,0.1328626573085785,0.282522588968277,0.7,1546,240,1755,554,49232,0.10147339105606079,0.23650801181793213,0.1290363073348999,0.282522588968277,0.0650680661201477,0.09130483865737915,0.09408679604530334
51,121.0,02:01,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00051.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00051_Anger_0.jpg,Anger,버럭,angry,disgusted,0.16973750293254852,0.35898318886756897,0.5,336,301,743,683,115830,0.004159875679761171,0.044413961470127106,0.3401683568954468,0.10715290904045105,0.35898318886756897,0.02894330583512783,0.11617835611104965
51,121.0,02:01,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00051.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00051_Embarrassment_1.jpg,Embarrassment,당황,fearful,angry,0.14945141971111298,0.4446009397506714,0.9,1306,397,1650,650,65262,0.0015591236297041178,0.1489124298095703,0.4446009397506714,0.034550461918115616,0.3111461102962494,0.016395865008234978,0.042835112661123276
52,127.0,02:07,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00052.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00052_Anger_0.jpg,Anger,버럭,angry,neutral,0.15171457827091217,0.6660477519035339,0.4,1032,360,1599,712,158925,0.026234466582536697,0.036601509898900986,0.06970511376857758,0.052276961505413055,0.12463901937007904,0.02449522539973259,0.6660477519035339
54,133.0,02:13,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00054.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00054_Riley_0.jpg,Riley,라일리,neutral,sad,0.11180740594863892,0.377654492855072,0.5,263,0,527,292,59964,0.053371477872133255,0.377654492855072,0.13108694553375244,0.09753566235303879,0.20139342546463013,0.10655362904071808,0.03240436315536499
54,133.0,02:13,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00054.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00054_Anger_1.jpg,Anger,버럭,angry,neutral,0.08927371352910995,0.6736605167388916,0.4,30,180,335,712,129922,0.07918588072061539,0.04402611032128334,0.0360587053000927,0.05391949787735939,0.09682664275169373,0.01632261462509632,0.6736605167388916
54,133.0,02:13,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00054.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00054_Embarrassment_2.jpg,Embarrassment,당황,fearful,surprised,0.08103246241807938,0.34221968054771423,0.4,726,246,955,469,38407,0.02339188940823078,0.07018688321113586,0.03750654309988022,0.1836138814687729,0.16457726061344147,0.34221968054771423,0.1785038560628891
55,134.0,02:14,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00055.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00055_Riley_0.jpg,Riley,라일리,neutral,neutral,0.09956884384155273,0.7069246768951416,0.0,439,146,831,712,166296,0.04013194516301155,0.1469343602657318,0.017478924244642258,0.03468165174126625,0.05043225735425949,0.0034161796793341637,0.7069246768951416
56,138.0,02:18,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00056.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00056_Riley_0.jpg,Riley,라일리,neutral,happy,0.17464104294776917,0.5065783262252808,0.5,607,0,1390,712,477900,0.5065783262252808,0.0238775797188282,0.005583473946899176,0.03676941245794296,0.02383258007466793,0.04792206734418869,0.3554365932941437
57,139.0,02:19,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00057.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00057_Riley_0.jpg,Riley,라일리,neutral,neutral,0.13104943931102753,0.6809037923812866,0.0,259,0,1199,712,574896,0.07099951803684235,0.022809932008385658,0.03181617707014084,0.04795115068554878,0.0788857564330101,0.06663365662097931,0.6809037923812866
58,142.0,02:22,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00058.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00058_Riley_0.jpg,Riley,라일리,neutral,neutral,0.11242325603961945,0.5143694281578064,0.0,1018,4,1497,712,271341,0.24680939316749573,0.05574018135666847,0.02415471524000168,0.08404797315597534,0.052319224923849106,0.0225590318441391,0.5143694281578064
59,143.0,02:23,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00059.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00059_Riley_0.jpg,Riley,라일리,neutral,neutral,0.13437777757644653,0.6221293210983276,0.0,1009,0,1418,712,235804,0.1172635406255722,0.07970350980758667,0.021689049899578094,0.08149221539497375,0.06752090156078339,0.010201443918049335,0.6221293210983276
60,145.0,02:25,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00060.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00060_Riley_0.jpg,Riley,라일리,neutral,neutral,0.11839960515499115,0.4073374569416046,0.0,304,249,786,712,180544,0.009672081097960472,0.15154056251049042,0.10807005316019058,0.15477988123893738,0.11348110437393188,0.055118825286626816,0.4073374569416046
60,145.0,02:25,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00060.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00060_Envy_1.jpg,Envy,부럽,angry,neutral,0.08441828191280365,0.636569082736969,0.4,986,13,1393,712,228852,0.10480761528015137,0.046475641429424286,0.05862579494714737,0.05559584125876427,0.08615025877952576,0.011775742284953594,0.636569082736969
61,150.0,02:30,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00061.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00061_Anger_0.jpg,Anger,버럭,angry,happy,0.14520686864852905,0.40368980169296265,1.0,967,0,1772,712,520555,0.40368980169296265,0.022132350131869316,0.01917519047856331,0.20208904147148132,0.02322389744222164,0.25705841183662415,0.0726313591003418
62,152.0,02:32,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00062.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00062_Riley_0.jpg,Riley,라일리,neutral,neutral,0.1214541345834732,0.35490137338638306,0.0,354,278,795,712,153543,0.012536459602415562,0.22443926334381104,0.043794866651296616,0.16737836599349976,0.11589007824659348,0.08105955272912979,0.35490137338638306
62,152.0,02:32,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00062.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00062_Disgust_1.jpg,Disgust,까칠,disgusted,fearful,0.10278269648551941,0.3160651922225952,0.8,1209,239,1630,712,160083,0.19040776789188385,0.026179183274507523,0.06639532744884491,0.3160651922225952,0.11307116597890854,0.061198681592941284,0.2266826629638672
63,154.0,02:34,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00063.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00063_Anger_0.jpg,Anger,버럭,angry,fearful,0.12346818298101425,0.25404539704322815,0.8,1253,237,1631,712,143440,0.11810850352048874,0.02942236140370369,0.10282055288553238,0.25404539704322815,0.21482764184474945,0.07452662289142609,0.20624889433383942
66,164.0,02:44,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00066.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00066_Anger_0.jpg,Anger,버럭,angry,angry,0.12508870661258698,0.38272252678871155,0.0,733,0,1459,697,402518,0.008665752597153187,0.07649093866348267,0.38272252678871155,0.313714861869812,0.08870650827884674,0.01842145249247551,0.11127795279026031
67,165.0,02:45,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00067.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00067_Riley_0.jpg,Riley,라일리,neutral,angry,0.12605217099189758,0.2628803253173828,0.8,73,0,658,712,354005,0.01013824064284563,0.15162751078605652,0.2628803253173828,0.19692130386829376,0.20180390775203705,0.02260780893266201,0.15402087569236755
71,170.0,02:50,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00071.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00071_Anger_0.jpg,Anger,버럭,angry,angry,0.09638233482837677,0.3368343114852905,0.0,0,223,471,712,200695,0.028480561450123787,0.054477155208587646,0.3368343114852905,0.22696349024772644,0.12354297190904617,0.11080574244260788,0.11889579892158508
71,170.0,02:50,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00071.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00071_Riley_1.jpg,Riley,라일리,neutral,surprised,0.08918780088424683,0.4104088842868805,0.6,916,81,1304,712,196896,0.1456710696220398,0.027990376576781273,0.07643438130617142,0.19023928046226501,0.03128978982567787,0.4104088842868805,0.11796622723340988
73,174.0,02:54,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00073.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00073_Riley_0.jpg,Riley,라일리,neutral,sad,0.12255038321018219,0.3870246708393097,0.5,456,291,554,409,8772,0.04326630011200905,0.3870246708393097,0.056358471512794495,0.17780457437038422,0.19324594736099243,0.05807499587535858,0.08422507345676422
73,174.0,02:54,/content/drive/MyDrive/인지프/aeaa_lora_weights/frames/frame_00073.jpg,/content/drive/MyDrive/인지프/aeaa_lora_weights/crops/frame_00073_Anger_1.jpg,Anger,버럭,angry,disgusted,0.08528771996498108,0.270271897315979,0.5,1022,494,1117,548,3984,0.017245080322027206,0.14964570105075836,0.2166532427072525,0.1779467910528183,0.270271897315979,0.10452275723218918,0.06371458619832993
